returns
-0.015901522
-0.001858058
0.006648273
-0.008816828
-0.011393923
0.014120105
-0.005782076
-0.016711788
0.044223121
-0.015397135
-0.017290971
-0.049589557
0.026902655
0.014133058
0.009415364
-0.041317305
-0.036283808
0.013922805
0.005787411
0.017190851
-0.036014195
0.017750401
-0.006876052
0.010673975
-0.005459022
0.018188993
0.008632536
0.015056243
-0.004164229
0.001866187
-0.006209038
-0.00621312
-0.016765045
0.018294199
0.006662946
0.01296046
0.02138141
-0.000669882
0.002279126
0.006587747
0.039134912
0.000575466
0.017988945
0.008160703
0.002926526
0.004873657
-0.012171388
0.002720706
-0.001465818
0.002373739
-0.010687689
0.011244094
0.016071262
0.004414064
-0.011841182
0.018746719
0.006457285
0.014879966
-0.00362093
0.004140478
0.010679324
0.0044027
0.004412624
-0.002676675
0.007643163
0.002084479
0.000577818
0.013455375
0.013134277
-0.006102362
-0.001329825
-0.010057797
0.059815117
0.02797656
0.016365881
-0.00491083
-0.027688312
-0.001682962
0.026919269
-0.028089741
0.020134588
-0.028804205
-0.010391297
-0.038036642
-0.042212684
0.076868285
0.009976849
0.021694046
-0.014209022
-0.017583787
0.00157198
-0.007324394
-0.015921888
-0.042590974
0.019166225
0.018314701
-0.006240958
-0.004510291
0.037851633
0.013925345
0.015369104
0.01196962
-0.003129392
-0.027215409
-0.019608379
-0.0064158
-0.024593616
0.030049219
0.011987593
0.003037332
0.021279524
0.029111297
0.01728699
0.008084657
-0.014226241
0.013602446
-0.010505866
-0.007259106
-0.008561243
0.006010499
-0.045213807
-0.018116734
-0.012133693
-0.006197707
0.006859994
0.040372758
-0.002246096
0.005939788
-0.008978403
-0.021357057
0.003697423
-0.00506869
-0.00615239
-0.017282913
0.025681954
0.009337483
0.018805066
0.003540253
-0.002531373
0.018520518
-0.011822086
-0.010917382
-0.003335774
0.017877551
0.000320796
0.004008659
-0.004871037
-0.006152036
0.006378512
-0.008932153
-0.03556491
0.006407207
-0.010675563
-0.005873096
0.017497244
0.004361596
-0.012613061
-0.000952461
-0.015394106
-0.023865125
0.012340997
-0.010749589
0.005564295
0.003650375
0.002482464
0.029715799
0.00735438
0.026176993
-0.003706008
0.019820798
0.000559105
0.00130385
0.013792187
0.003800886
0.008069149
0.023495583
-0.004328018
0.028521315
0.001927782
0.014011199
0.004062568
0.011774967
-0.003975096
-0.014761744
0.001781357
-0.012593477
-0.00434182
-0.013726462
0.036954228
0.000872156
9.68218E-05
0.016772757
0.00437991
0.010783524
0.005345964
0.007229983
0.041123486
0.010364077
-0.026767043
0.003347432
-0.003246095
-0.006626411
0.004462253
-0.002561197
-0.000704433
-0.00841368
-0.013965968
0.010628649
0.017029502
0.011132733
0.01747751
-0.003585018
0.004701572
-0.007975042
0.006178855
-0.004336055
-0.027234946
-0.003204254
-0.017759843
-0.003597623
0.026369121
-0.005492386
0.02161163
-0.014788009
0.019658081
0.00064486
0.005933333
-0.018048468
0.016872891
0.005530973
-0.002222222
0.008533816
-0.006056498
0.008799138
-0.003903269
0.002495622
0.003472071
-0.004286989
0.000218551
0.002774986
-0.002004663
0.004999891
0.006169889
0.002958069
-0.00477923
0.003331242
0.002436237
-0.000559188
-0.005013988
-0.003395549
0.02172309
0.005225038
0.00817715
-0.000796412
0.007152446
0.018826666
-0.002350729
0.008134246
0.003658314
0.008099953
-0.022477553
-0.00530166
-0.018179565
-0.017927029
0.032844839
0.011699546
0.007176396
-0.001852568
-0.020722007
0.009580539
0.016833767
-0.002049097
-0.002561548
0.008906916
0.015535354
0.009429271
0.008336125
-0.010104366
0.00651543
0.006512486
0.002007367
0.008985879
-0.013300948
-0.021607471
-0.034085463
0.011845451
0.000755935
0.015393096
0.014516356
-0.011058483
0.008055951
0.02113194
0.001226492
-0.012891559
0.001122799
-0.009247782
-0.016463766
0.015346095
0.004474584
-0.023005801
-0.044643038
0.014042084
-0.011860436
0.026080146
0.005611603
-0.005888025
0.017025755
0.019053996
-0.003126245
0.001478138
-0.006641801
-0.000341338
-0.011328258
-0.00979217
-0.006729447
-0.002519984
0.000124247
-0.00892395
-0.012723018
0.004845843
0.011224361
-0.011037298
-0.014929773
0.013403164
0.018119687
0.013467037
0.024204759
0.006586826
-0.007336903
-0.000779065
-0.009695928
0.009750484
-0.010995822
0.005538822
0.003940253
-0.008069845
-0.000262435
0.002705813
0.005316471
-0.006350033
-0.001895008
-0.017511614
-0.021154123
0.008526904
0.011099542
0.001936029
-0.015581639
-0.002464031
-0.006593959
0.013802259
-0.005279458
0.007188081
0.030891475
-0.0066613
0.001701817
-0.007685618
-0.015734871
-0.017746578
0.000611376
-0.002254388
-0.016872202
0.002147905
0.017875131
-0.017097976
-0.004884423
-0.015069643
-0.015409499
0.031634329
-0.008263218
0.02673205
-0.014750946
0.017438493
0.009697685
-0.003633023
0.004882649
0.022605468
0.017986418
0.006650774
0.015482279
0.007015619
-0.015879503
-0.000692096
0.012070603
-0.000703867
0.019976521
0.024342522
0.008164794
0.026655026
0.00101319
0.015525873
0.013223935
0.012313584
-0.026826306
-0.001961344
-0.003412299
0.016062241
-0.019760405
0.009395417
-0.038711863
-0.009942497
-0.054614606
0.058879486
-0.027587498
0.027523289
0.008803806
0.017026887
-0.007649754
-9.19895E-05
-0.037829583
-0.027384162
0.001160024
0.048134328
0.006913867
-0.006531448
0.026372474
0.016661496
5.38503E-05
-0.01322851
-0.009877037
-0.018316095
0.015214462
0.011023245
0.000546976
-0.017329665
0.00650892
0.012325663
0.012157391
0.009404107
0.019185208
0.027790401
0.004421468
-0.003166057
-0.025035243
0.006166925
-0.002787541
-0.009705535
-0.005627926
-0.016221172
-0.023693455
-0.017623086
-0.00560601
0.015447063
-0.002331779
-0.020051938
0.051392228
0.029526141
0.004756575
0.015507519
0.033232214
-0.004760641
0.005350089
-0.055935013
-0.008306115
-0.006179944
0.032838002
-0.019718115
0.00712727
0.010204617
0.000639994
-0.000414866
-0.020440632
0.002277382
0.014232117
-0.007016203
-0.001276737
0.016268563
-0.026950184
-0.0254653
-0.001544584
-0.01394096
0.025230712
-0.010441608
-0.019120563
-0.006547222
-0.015813155
0.020316412
-0.02528492
-0.009308181
0.034502012
-0.007760883
0.024121244
0.015
0.004547177
0.008496345
-0.005236535
-0.004762757
0.004047927
0.007561504
-0.004517081
-0.00773532
-0.02216261
-0.003295712
0.005486386
0.00312322
0.035951722
0.001272894
